id,reported_at,neighbourhood,latitude,longitude,severity_iron_marks,weather,reporter_mood,swallowed_object,reporter_quote,citizen_id
6f16fa21-e43b-4a0b-9c8d-9372dfb1cf57,2026-04-28T08:06:22+00:00,Linné,57.697379,11.956023,4,sol,lagom,natural-wine cork,I sang along to ABBA all the way down.,cit-02851
1c60a291-f45b-4ff9-b2c8-949143f86ba2,2026-04-19T08:59:49+00:00,Centrum,57.707237,11.965626,4,dimma,resigned,tram pass,The car coughed. I have never heard it cough.,cit-01662
41f28012-110e-4e31-a115-44ed1528954a,2026-03-07T07:16:50+00:00,Kortedala,57.774362,12.066134,3,slask,frustrated,tram ticket,The municipality calls it a 'pavement irregularity'. I call it Carl.,cit-00932
4afaba97-2df8-4392-881e-2813ab9817b4,2026-04-11T18:18:34+00:00,Majorna,57.698309,11.929598,4,sol,philosophical,,It was filled in 2019. It rose again in 2024.,cit-02660
7810ef83-1937-4263-bf8d-1bc6274676a6,2026-03-14T07:49:14+00:00,Linné,57.695745,11.957367,2,sol,philosophical,vinyl 7-inch,It connects to a parallel Gothenburg.,cit-02375
8d2eb2a0-de26-4d47-a8f0-f34c15385c67,2026-04-07T06:54:08+00:00,Annedal,57.692992,11.953972,2,regn,philosophical,,I now drive on the pavement. It is safer.,cit-01918
5ebf373d-2d09-43a8-b628-3a975ddaaec6,2026-03-09T09:18:55+00:00,Majorna,57.69902,11.929779,2,regn,amused,oat milk carton,I have driven a Volvo since 1991. I have never driven over this pothole.,cit-02754
f9a026fd-21a4-414a-b3f5-1acbb3a92bb9,2026-03-09T13:20:01+00:00,Hisingen,57.706717,11.893348,1,slask,vengeful,,The pothole and I have signed an NDA.,cit-00293
57bb828e-b8eb-4b90-8bf1-c04826e8e911,2026-04-19T03:16:21+00:00,Gamlestaden,57.73454,11.999115,4,dimma,vengeful,century-old nail,I sang along to ABBA all the way down.,cit-02368
edb0e058-009b-4fe7-85a9-cf33e0b87bf0,2026-03-08T18:05:17+00:00,Haga,57.704425,11.969792,2,dimma,philosophical,second-hand cup,The pothole has been in three Eurovision finals.,cit-01400
72556a88-1f30-4ec9-846a-73eb7dabfaa3,2026-04-22T17:20:00+00:00,Centrum,57.702208,11.984992,2,regn,resigned,lunch deal flyer,My grandmother fell into a pothole on this exact street in 1962.,cit-01467
696819af-ddfa-4dae-83f0-1b33950eb0f6,2026-03-09T10:11:23+00:00,Gamlestaden,57.721773,11.995867,5,dimma,vengeful,,Last winter it ate a moped.,cit-02146
daa5a30a-a288-4b9d-abee-9789b8eed527,2026-03-20T07:17:27+00:00,Frölunda,57.660984,11.957722,4,regn,philosophical,,My grandmother fell into a pothole on this exact street in 1962.,cit-00684
0e30cc00-8166-40a1-ac2b-b75cbe0a118b,2026-04-17T16:26:36+00:00,Centrum,57.700352,11.970079,2,dimma,resigned,tram pass,My grandfather warned me about this exact spot. He was 9.,
d02ac88c-3e1b-43e4-8637-7f0157cc250b,2026-02-16T07:14:46+00:00,Majorna,57.697961,11.923672,3,dimma,lagom,linen napkin,I now buy tyres in pairs. As a precaution.,cit-02485
bddb0cf1-d1e2-447e-89b7-573d846df931,2026-03-31T08:52:50+00:00,Haga,57.708267,11.96652,4,sol,lagom,vintage camera strap,I sang along to ABBA all the way down.,cit-01342
b2017909-f173-4b13-86e5-0b8db5cdc3a0,2026-04-26T07:11:22+00:00,Frölunda,57.667077,11.932647,4,slask,philosophical,a smaller pothole,The pothole has a Google review. The owner replied.,cit-00701
1a6065f0-d950-455b-9637-03951965a662,2026-03-03T07:29:02+00:00,Kortedala,57.775357,12.065804,4,regn,vengeful,apartment key,I made eye contact with the driver in the other lane. We nodded.,cit-02708
00659056-a80e-4608-82bc-edb58966b291,2026-04-17T07:56:44+00:00,Lorensberg,57.700757,11.986957,2,regn,philosophical,theatre ticket,It does not show up on Google Street View. They were afraid.,cit-02748
65e91456-8e3f-4c0c-81ea-fb5f7d9af022,2026-02-24T06:39:41+00:00,Linné,57.697198,11.960389,3,regn,lagom,vinyl 7-inch,I was carrying lutfisk. The lutfisk made it. The car did not.,cit-02527
7f21269f-f409-4bbe-8e43-2a777e777c23,2026-02-14T08:26:01+00:00,Vasastan,57.701333,11.974979,2,sol,resigned,old money receipt,My fika thermos achieved orbit.,cit-02882
ec7ca84b-cbea-4bdd-b830-c328f5068e16,2026-03-24T08:49:41+00:00,Frölunda,57.667102,11.942298,5,snö,lagom,entire shopping bag,"It is, on balance, well-formed.",cit-00797
3dd8141a-315a-4df0-a843-6445afb9e4a7,2026-03-10T12:47:17+00:00,Haga,57.708948,11.954886,2,sol,amused,second-hand cup,I respect it. I do not love it.,cit-02245
fb68d4b7-ad29-4627-b973-d20129bd00eb,2026-03-01T09:59:26+00:00,Gamlestaden,57.732421,11.996187,3,regn,vengeful,shipyard rivet,It is in the official Volvo test track database. As a hazard scenario.,cit-01479
339516d5-747e-41ad-a739-b7ccb810b4ab,2026-05-07T03:57:50+00:00,Centrum,57.710007,11.97755,2,regn,resigned,press card,I was warned. I drove anyway. I learned.,cit-01778
1e616fdb-aa99-4f21-9785-9a087c2e3c3d,2026-02-25T07:05:34+00:00,Hisingen,57.708411,11.93828,4,dimma,vengeful,industrial bolt,It rained inside my car. The car is closed.,cit-00339
3c41180c-4eb3-4398-bd45-ca4c52c951bb,2026-03-10T23:15:50+00:00,Frölunda,57.659718,11.950175,5,snö,philosophical,,"It is technically a sinkhole, but the city is in denial.",cit-00646
a1673c19-8c9c-4b29-a363-e0d4ef104d7a,2026-03-13T11:34:11+00:00,Frölunda,57.658418,11.949954,3,snö,philosophical,,"I drove through it gently, as one would a sleeping baby.",cit-00537
2ecd4cb7-67bd-43ed-9aa8-a917ab9731f7,2026-03-26T08:48:57+00:00,Hisingen,57.713329,11.868803,2,snö,frustrated,Volvo emblem,I have a friend who drives slower because of this exact pothole.,cit-00025
3e0edee5-b2e1-4390-b49b-ed6f5470c727,2026-04-20T08:37:40+00:00,Gamlestaden,57.721683,12.017018,5,snö,vengeful,tram token,I sang along to ABBA all the way down.,cit-02334
ffe5b426-e2fe-4426-b80e-7833a7f546d6,2026-03-12T11:08:07+00:00,Annedal,57.69273,11.965878,3,sol,lagom,bicycle bell,The pothole files its own taxes.,cit-02012
45190599-a69d-4b5d-9ffd-080b047e34cb,2026-02-23T14:50:59+00:00,Centrum,57.70235,11.965664,5,regn,frustrated,tram pass,I lost the radio antenna. It is now somewhere geological.,cit-01871
a3bab8e8-4907-4098-a865-2980c780ef99,2026-02-12T09:03:51+00:00,Frölunda,57.657585,11.965404,4,regn,resigned,,It contains atmospheric conditions.,
1b053b12-5264-4956-9583-65ce8b002e5e,2026-02-13T16:40:43+00:00,Hisingen,57.718343,11.921251,5,regn,resigned,industrial bolt,"The pothole has an Instagram. 4,000 followers.",cit-00737
24d4414d-ac7b-41c9-bf3b-ea8c3a4f0bed,2026-03-31T04:29:12+00:00,Örgryte,57.714593,12.013857,1,sol,resigned,golf ball,I learned three new words today.,cit-02875
649887ce-2f30-4d63-86c9-53ba07329e1c,2026-02-12T18:10:31+00:00,Haga,57.70784,11.964796,4,regn,amused,tourist postcard,My fika thermos achieved orbit.,cit-01301
bf5bc8af-2eb2-43f0-bfbf-850c8d1b72b0,2026-05-11T16:18:32+00:00,Hisingen,57.691297,11.875053,4,slask,vengeful,muffler bracket,I fell into it on a bike in 1998. I am still angry.,cit-01862
f7a41586-fa3c-47f2-9da6-2f66a1db47c5,2026-02-15T07:04:19+00:00,Hisingen,57.695915,11.868112,3,dimma,vengeful,factory ID badge,It used to be the parking spot for the bakery van.,cit-00422
7ef7ee0c-2c95-4cbb-b971-bfbc2ed7024b,2026-03-10T09:46:44+00:00,Hisingen,57.695159,11.916357,5,regn,frustrated,industrial bolt,I composed a haiku. The pothole inspired it. The car broke.,cit-00016
fadfc348-3997-416f-bed4-eccce0c00cec,2026-05-08T17:13:03+00:00,Haga,57.702687,11.952391,2,regn,amused,vintage camera strap,I named it. It is now part of the family.,cit-01452
1724b38a-e95f-4f83-9799-7e9717137f3b,2026-02-28T19:52:56+00:00,Kortedala,57.77902,12.053311,5,snö,frustrated,apartment key,I have driven this road for 27 years. The pothole has driven it for 28.,cit-01251
5c585d6f-5e60-450f-9e4d-dc4d5f9eaebd,2026-04-11T08:24:56+00:00,Vasastan,57.694936,11.974168,3,regn,resigned,monogrammed scarf,It used to be a road.,cit-02926
e891e339-68d9-436e-8aa6-7234e9079a76,2026-03-31T06:32:20+00:00,Hisingen,57.714746,11.87158,4,dimma,frustrated,lost mitten,My grandfather warned me about this exact spot. He was 9.,cit-00133
d1efabf1-d12b-4211-9abd-e75fca583b3b,2026-03-15T07:10:10+00:00,Frölunda,57.66361,11.962655,5,snö,philosophical,,I have a friend who drives slower because of this exact pothole.,cit-00606
93c2eda4-a8e4-4901-bd7d-c46f88e0fba0,2026-03-20T01:36:59+00:00,Gamlestaden,57.730312,11.991988,5,slask,vengeful,century-old nail,I avoided it for three years. Today I forgot.,cit-02350
c1eab3cd-1b13-4e70-a5f1-6e42f0ee91fd,2026-04-09T08:27:32+00:00,Majorna,57.699378,11.946578,3,regn,lagom,linen napkin,The road and I have a complicated relationship.,cit-02615
9a7d038e-7450-4cca-a2d7-fc5371ba012c,2026-04-01T14:01:23+00:00,Centrum,57.700195,11.960185,2,regn,frustrated,lunch deal flyer,It is on the road from Volvo HQ. They commute around it.,cit-01807
3dcd786b-6ede-4c33-996c-0dc32ac679cf,2026-04-11T07:42:14+00:00,Haga,57.704339,11.954893,2,regn,amused,cinnamon bun,"I drove through it gently, as one would a sleeping baby.",cit-00492
55a690b1-7cd7-4272-9a41-9859e71d3ed8,2026-02-22T06:27:39+00:00,Haga,57.701875,11.952948,1,sol,amused,tourist postcard,I gave up at the pothole. I started a podcast.,cit-01388
cb85331f-9c55-478b-9cf2-44b4e698ce49,2026-02-18T07:00:15+00:00,Hisingen,57.698874,11.929542,3,slask,vengeful,Volvo emblem,I was not surprised. That is the most Gothenburg thing about this.,cit-00186
cedc1907-236c-44ab-8ef4-dd1cd87fe921,2026-04-06T02:40:59+00:00,Frölunda,57.663431,11.952013,5,snö,philosophical,,I made eye contact with the driver in the other lane. We nodded.,cit-00507
711f81bc-d1dc-4de7-97e5-e1a942941b80,2026-03-31T10:55:50+00:00,Haga,57.705015,11.969532,2,regn,amused,cinnamon bun,The pothole has a Tripadvisor review. Three stars.,cit-01492
d3ede69e-6d71-4dac-a12c-5a741c0c39e6,2026-03-16T23:32:25+00:00,Kortedala,57.778417,12.064876,4,slask,resigned,dog leash,I named it. It is now part of the family.,
0644d99c-0c96-4802-ba43-49d6cbbbbac6,2026-04-09T06:27:52+00:00,Kortedala,57.77969,12.050833,3,snö,resigned,,I considered driving around it. The detour goes through Norway.,cit-00936
ede7a71c-d66a-4a1f-abe0-67c812a05fe7,2026-04-24T12:52:17+00:00,Centrum,57.710109,11.97712,3,regn,resigned,umbrella,"The pothole has an Instagram. 4,000 followers.",cit-01844
1c2bb898-438e-454e-9b34-30ddef177c7c,2026-05-03T03:11:29+00:00,Kortedala,57.776596,12.056938,4,slask,resigned,dog leash,The XC60 noticed before I did. The screen said 'we'll talk later'.,cit-02000
a03c4bbc-a8f4-4a58-9b95-9e2410920b57,2026-03-21T12:26:40+00:00,Hisingen,57.706625,11.923158,5,slask,resigned,muffler bracket,I considered driving around it. The detour goes through Norway.,cit-00159
8f6f8346-9128-465f-8d2e-b801c515115e,2026-04-27T14:01:41+00:00,Hisingen,57.692111,11.878336,5,slask,vengeful,,The hole is older than I am. I am 51.,cit-00448
b161ec25-476d-4fc7-84b0-d0a520e89010,2026-02-22T08:42:43+00:00,Centrum,57.707918,11.981372,3,regn,resigned,tram pass,The Volvo handled it. I did not.,cit-01791
d18779c7-49a6-49cd-8811-0e7baff674c4,2026-04-12T16:55:02+00:00,Majorna,57.700443,11.941158,3,sol,lagom,,The pothole has more depth than my last performance review.,cit-02654
06930a5b-e9da-4f90-b464-b0b399a3dfad,2026-03-09T07:16:09+00:00,Hisingen,57.698274,11.908145,1,slask,frustrated,factory ID badge,The cargo bike survived. The cargo did not.,
6353bdd7-2f9e-4b32-b884-13f050b990c5,2026-03-26T23:05:25+00:00,Kortedala,57.771507,12.045791,2,slask,vengeful,apartment key,It is technically a feature now.,cit-01115
45a46145-c80f-497b-8660-44b193cefcfc,2026-03-05T05:14:38+00:00,Örgryte,57.705928,11.991101,1,sol,lagom,tennis ball,It contains its own weather system. We named it Eva.,cit-00998
6e5ac43f-861d-46ce-8ce3-856a7270754e,2026-04-05T07:22:42+00:00,Majorna,57.698646,11.945225,4,regn,philosophical,linen napkin,The car coughed. I have never heard it cough.,cit-02636
8561a7d6-312c-4abd-b860-d6e9fe4f8fd0,2026-03-09T05:48:32+00:00,Haga,57.702481,11.967277,2,dimma,amused,,I file a report annually. We have history.,
ba669808-1a0b-48dc-820f-2e03becbbe29,2026-03-02T20:12:55+00:00,Örgryte,57.699435,12.00217,1,regn,resigned,garden glove,I stopped to think about my life choices. The pothole was the prompt.,cit-02789
1a2c2675-0904-40b6-a15a-59040ffcc6b6,2026-03-30T06:54:45+00:00,Linné,57.697338,11.961146,1,sol,lagom,vinyl 7-inch,It is in the GPS as 'Object of Interest'.,cit-02447
a62dad58-e851-4cfc-9343-5851a4351084,2026-03-10T22:23:43+00:00,Haga,57.703905,11.960899,2,regn,amused,cinnamon bun,It is a feature of the neighbourhood now. The realtor mentioned it.,cit-00675
e0e372a6-5d84-4f9f-8532-0ab16b7c356c,2026-02-24T07:03:50+00:00,Hisingen,57.712819,11.887344,4,slask,vengeful,,It was filled in 2019. It rose again in 2024.,cit-00420
523a5034-7d6e-488f-93c2-d825fc7ba7b0,2026-03-30T07:01:04+00:00,Majorna,57.700779,11.946675,3,regn,lagom,,"It is technically a sinkhole, but the city is in denial.",cit-02727
95fe67c4-c346-4202-a7af-fa9f0de99ae3,2026-04-29T07:18:15+00:00,Gamlestaden,57.734585,11.9941,3,regn,vengeful,century-old nail,The pothole has Wi-Fi.,
bd990b7d-93d8-42ed-a080-999ac934f58c,2026-04-23T16:31:05+00:00,Gamlestaden,57.722937,12.015777,3,regn,frustrated,factory whistle,"I drove through it gently, as one would a sleeping baby.",cit-02341
9995a0bf-c6ab-42db-b122-7eda9ad81669,2026-05-10T01:20:22+00:00,Majorna,57.696906,11.945359,1,sol,lagom,,I drove around it. The detour was through 1972.,cit-02206
debbe8d3-4d77-42ad-8a18-71493b87ec4b,2026-03-25T08:32:45+00:00,Haga,57.708638,11.95373,3,regn,amused,tourist postcard,I now drive on the pavement. It is safer.,cit-00462
077a42c8-bc2d-4a57-8ec5-733398769dad,2026-04-25T05:27:53+00:00,Frölunda,57.66714,11.946213,4,slask,resigned,,It is on the Volvo onboarding tour. New employees are shown it.,cit-00832
631d4b02-c988-4b71-bc39-b00b978ad6ba,2026-03-14T13:42:08+00:00,Frölunda,57.668015,11.969029,5,snö,resigned,a smaller pothole,I sang along to ABBA all the way down.,
c04e97c0-66b9-47a6-a858-613e3e3f37b6,2026-02-12T14:44:30+00:00,Gamlestaden,57.729273,11.996088,4,slask,frustrated,factory whistle,I avoided it for three years. Today I forgot.,cit-02250
b68fda9d-ed79-4779-93ed-2fade8c772fa,2026-05-07T08:46:26+00:00,Kortedala,57.778546,12.057506,1,snö,vengeful,1980s coin,I am not angry. I am Swedish.,cit-01059
55edc450-b6bb-40d3-bf8a-a03de742461e,2026-03-13T06:14:25+00:00,Hisingen,57.699159,11.852831,4,slask,vengeful,industrial bolt,The municipality said 'we will look into it'. I sent them a photo. They sent thoughts and prayers.,cit-00438
0aa4a1b7-81a1-44df-a083-f2fd35e0b2e1,2026-04-20T06:08:28+00:00,Centrum,57.714519,11.981759,2,regn,frustrated,office lanyard,The bicycle was reasonable. The car was not.,cit-01648
f28be2ad-3747-4b6a-8e48-106f3a8c8bf7,2026-03-21T11:20:43+00:00,Centrum,57.712807,11.976156,3,dimma,resigned,,The pothole had its own postcode.,cit-01620
6b10770b-c27d-4d06-8e2b-58a4ed8f61bb,2026-03-07T11:51:53+00:00,Annedal,57.697085,11.947424,3,regn,philosophical,thesis chapter,"The pothole was filled in by someone, then dug up by someone else, the same week.",cit-02046
b393ee4b-e0fa-4ade-aa0d-a8d6b8334021,2026-04-25T07:03:01+00:00,Linné,57.695459,11.942038,1,dimma,lagom,vinyl 7-inch,The seatbelt held. Everything else loosened.,
a568812d-c375-4d5c-9f25-2cf469484e08,2026-04-21T19:24:39+00:00,Frölunda,57.658663,11.931999,4,regn,philosophical,,My XC40 said something I cannot repeat.,cit-00639
d1a0cd66-5188-4876-845b-cfde96393632,2026-04-18T01:30:58+00:00,Örgryte,57.702043,12.002242,1,regn,lagom,garden glove,It used to be the parking spot for the bakery van.,cit-02777
ada66013-8e9a-42b9-a270-66f5c8141ca7,2026-03-31T13:35:40+00:00,Frölunda,57.650837,11.950191,3,regn,philosophical,,I drove to IKEA. The bookshelf returned. The wheels did not.,cit-01162
4b11c221-8eb7-41c0-b5ac-2dd3bb5d317b,2026-04-06T19:52:01+00:00,Frölunda,57.652833,11.93974,4,regn,lagom,,It echoes.,cit-00488
b4895dd4-5ff1-4b3c-becd-df65a05b21d7,2026-04-13T01:27:32+00:00,Örgryte,57.714059,11.991093,2,sol,resigned,golf ball,The cinnamon bun did not survive.,cit-02341
407fd277-8fe2-42cc-95e4-e09c64ecd233,2026-03-04T11:36:29+00:00,Hisingen,57.717677,11.909414,4,snö,vengeful,industrial bolt,I drove to IKEA. The bookshelf returned. The wheels did not.,cit-00263
c037686b-89c5-4731-b606-f7fbcebc2f19,2026-02-26T01:44:48+00:00,Gamlestaden,57.726443,12.011853,3,snö,vengeful,tram token,It is on the official Gothenburg map. As a landmark.,cit-02180
aadbe299-f45d-4d2f-a6ed-381b137613a0,2026-03-15T09:49:07+00:00,Kortedala,57.776628,12.047501,4,slask,vengeful,bicycle pedal,It echoes.,cit-01062
a2de65c7-c7d8-4e90-892e-0316e504abe4,2026-03-24T07:14:35+00:00,Hisingen,57.709454,11.900491,4,regn,frustrated,industrial bolt,It is in the official Volvo test track database. As a hazard scenario.,
e42656d3-46b4-4819-9281-ef7bd413110f,2026-04-06T18:49:33+00:00,Annedal,57.694386,11.960903,2,sol,frustrated,thesis chapter,It swallowed the rim. The rim was new.,cit-02084
1fae96e4-d077-48ef-8b18-5790a947dc6d,2026-03-21T18:06:19+00:00,Hisingen,57.702473,11.891373,4,regn,vengeful,,The pothole had its own postcode.,cit-00242
8d547004-71c6-4f9e-b9c9-fc1abe9b5f51,2026-03-05T15:02:40+00:00,Linné,57.697282,11.949861,2,regn,philosophical,vinyl 7-inch,The pothole has more depth than my last performance review.,cit-02408
48130a88-5f81-42c6-bbc8-f4953840a214,2026-02-14T22:34:14+00:00,Haga,57.703036,11.968257,3,regn,philosophical,second-hand cup,The chassis sounds like a confused harp.,cit-01553
b673fdbf-98a6-49db-9b82-3b41d5824336,2026-04-07T19:00:35+00:00,Örgryte,57.703586,12.000015,2,regn,resigned,tennis ball,I turned around. The road did too.,cit-02807
f2bd4b72-8f38-4253-8891-1758bb2f0c38,2026-04-04T21:19:36+00:00,Kortedala,57.775684,12.041149,4,slask,frustrated,1980s coin,The pothole was in my path. The path is now in the pothole.,cit-01504
3f0d7164-e2f6-4c51-89d3-b06190d0159f,2026-02-26T00:40:59+00:00,Annedal,57.697559,11.948785,5,regn,frustrated,student textbook,There is a smaller pothole inside the larger pothole. We call it Lille Per.,cit-02055
f4497a55-ba4c-4f1b-ba1a-37cb2f4458de,2026-03-09T16:48:54+00:00,Kortedala,57.774281,12.049759,4,snö,frustrated,tram ticket,"The pothole was filled in by someone, then dug up by someone else, the same week.",cit-00933
8dcc6002-d830-47f5-b5dc-940fb5b121d9,2026-04-09T12:10:00+00:00,Majorna,57.700401,11.931707,4,regn,philosophical,linen napkin,It was filled in 2019. It rose again in 2024.,cit-00201
1e509a3f-8397-46c7-8009-a25e3b4e84d8,2026-03-18T09:55:23+00:00,Hisingen,57.71381,11.949668,4,slask,vengeful,Volvo emblem,It is on the official Gothenburg map. As a landmark.,cit-01151
813f5a94-bf7c-42e1-aa8d-d01cb65070df,2026-04-30T07:56:12+00:00,Centrum,57.705639,11.963194,3,dimma,amused,lunch deal flyer,I respect it. I do not love it.,cit-01653
26a4cf72-168d-4b98-9b26-2984c3c88ec1,2026-04-18T18:57:59+00:00,Hisingen,57.714313,11.915744,4,slask,vengeful,lost mitten,The Volvo Iron Mark survived. The wheel did not.,cit-00202
3d895ce9-53e2-415f-b8d7-35041acabf24,2026-04-09T07:32:01+00:00,Centrum,57.707687,11.96818,2,dimma,resigned,umbrella,I am not angry. I am Swedish.,cit-02390
3ba4c084-f179-4710-9013-915ec3da92c9,2026-03-18T19:23:48+00:00,Kortedala,57.777031,12.069687,4,snö,resigned,dog leash,My V90 said 'good morning' and then 'goodbye'.,
5169848b-1965-44c6-bbc2-47cd3461bfb2,2026-05-06T06:45:01+00:00,Frölunda,57.664366,11.961766,4,regn,lagom,,It is on the official map. The map calls it 'feature 042-N'.,cit-00594
3141101b-6bd4-46de-95b2-000a0c3bbb51,2026-03-05T17:59:55+00:00,Linné,57.690904,11.947812,2,regn,lagom,natural-wine cork,I yelled in Swedish. The pothole answered in Norwegian.,cit-02383
1e38a868-9f76-496b-bff1-fe8ae103f81d,2026-03-31T09:53:18+00:00,Hisingen,57.702393,11.939518,5,dimma,frustrated,lost mitten,I file a report annually. We have history.,cit-00069
d5916fed-47eb-4db4-ad67-1d98cabd7960,2026-03-25T00:11:37+00:00,Hisingen,57.715608,11.887677,4,slask,resigned,,My grandfather warned me about this exact spot. He was 9.,cit-00473
0173dd2e-6fa1-43af-a5e6-0696150c147e,2026-02-25T14:07:50+00:00,Centrum,57.708398,11.979287,1,sol,amused,umbrella,It echoes.,cit-00658
2428c70f-8c1f-40ab-bfbc-22b0b11abe91,2026-02-16T21:27:35+00:00,Kortedala,57.766501,12.050558,3,slask,resigned,dog leash,My V90 said 'good morning' and then 'goodbye'.,cit-01647
866f2e56-836c-4cd0-baeb-32875a330c93,2026-04-26T11:32:45+00:00,Hisingen,57.704953,11.851127,3,slask,vengeful,lost mitten,It rained inside my car. The car is closed.,cit-00333
b574dced-0299-4e3f-965c-47cc0701b520,2026-05-03T07:06:42+00:00,Haga,57.704706,11.968944,4,sol,philosophical,cinnamon bun,The road has trust issues. So do I now.,cit-01453
7577f135-ea4e-4ab4-9946-c3ad63536d28,2026-03-14T06:08:25+00:00,Hisingen,57.70023,11.910468,3,slask,resigned,Volvo emblem,I tried to fill it with snow. It rejected the snow.,cit-00422
c4f405cf-c9c5-453a-9eab-f03fbc29470a,2026-04-04T08:48:09+00:00,Frölunda,57.663764,11.957124,4,snö,philosophical,entire shopping bag,"The pothole has an Instagram. 4,000 followers.",cit-00837
33054f80-eaf6-4e88-9b35-56df3456b331,2026-03-12T13:15:39+00:00,Hisingen,57.713443,11.860215,3,dimma,resigned,Volvo emblem,I file a report annually. We have history.,cit-00453
6634b347-88c3-442b-a1c2-a77aa245a94c,2026-02-26T14:09:48+00:00,Hisingen,57.718698,11.878802,5,dimma,vengeful,factory ID badge,The XC60 noticed before I did. The screen said 'we'll talk later'.,
875feab6-7db1-4c24-9b3e-2031c932d98f,2026-04-03T12:35:48+00:00,Hisingen,57.697565,11.860489,5,slask,frustrated,industrial bolt,The pothole has a Tripadvisor review. Three stars.,cit-01605
e828680d-37da-4003-b0e8-b802c21b9d4e,2026-02-19T13:35:11+00:00,Hisingen,57.699203,11.895982,3,slask,frustrated,,It does not show up on Google Street View. They were afraid.,cit-00301
30a91393-d6c6-402f-b347-a3ec60e9b927,2026-05-02T00:05:11+00:00,Annedal,57.696245,11.951062,3,regn,frustrated,bicycle bell,I tried to fill it with snow. It rejected the snow.,cit-01912
f125b753-f113-4005-ae4f-43c02b631cf9,2026-02-26T06:15:28+00:00,Majorna,57.693056,11.945122,4,sol,lagom,sourdough loaf,It is the third entry on the local pub quiz.,cit-01593
e5acdf12-4454-4e2b-9384-fea603dd946d,2026-04-12T18:11:44+00:00,Frölunda,57.664347,11.953334,1,snö,philosophical,,It used to be a road.,cit-00695
2dc88eb7-ee76-491c-8fc3-3be828d61ae7,2026-04-02T08:42:43+00:00,Kortedala,57.779508,12.04126,2,snö,frustrated,apartment key,The chassis sounds like a confused harp.,
ef9f6c5e-9968-43de-bc29-75af1ca6c03c,2026-03-27T16:49:10+00:00,Gamlestaden,57.721818,11.996318,4,slask,frustrated,century-old nail,It is now load-bearing.,cit-02167
8f239679-7d02-412a-be96-501a652cb7b4,2026-02-23T09:54:33+00:00,Linné,57.691606,11.960341,3,regn,amused,,I was not surprised. That is the most Gothenburg thing about this.,
58aba6fa-eca3-445f-a533-49b98b7500ac,2026-04-22T07:04:45+00:00,Centrum,57.711645,11.96266,2,regn,amused,press card,"It is technically a sinkhole, but the city is in denial.",cit-01709
aad687e7-b4d5-4328-96b3-7b47680d0843,2026-04-21T06:14:03+00:00,Lorensberg,57.701509,11.972157,3,sol,philosophical,theatre ticket,It is technically a feature now.,cit-02750
b28fd1d1-b59e-4ccb-9b15-7bd19e13f4e5,2026-04-04T08:11:41+00:00,Annedal,57.698447,11.948469,3,regn,lagom,,I was carrying lutfisk. The lutfisk made it. The car did not.,cit-02012
d9c4a0ce-93f6-47e1-ae61-9b14913cfe50,2026-03-16T13:26:26+00:00,Haga,57.70171,11.964532,1,regn,amused,tourist postcard,My toddler asked 'are we there yet'. We were two metres from home.,cit-00916
f30664be-9f01-49a8-91fd-151f86b7ae28,2026-03-21T17:50:31+00:00,Linné,57.699344,11.949027,4,regn,philosophical,natural-wine cork,"It opens at 7am, like the bakery.",cit-02477
64589625-e4c5-458a-887e-39fe2cb45f84,2026-04-23T08:07:24+00:00,Annedal,57.698783,11.945876,4,dimma,lagom,philosophy notes,It used to be the parking spot for the bakery van.,
e8f02d54-c4ff-44bd-add7-b580cb68af5e,2026-05-07T16:20:38+00:00,Haga,57.703128,11.969732,2,sol,philosophical,tourist postcard,It contained a smaller pothole. Russian dolls but Swedish.,
f729c03b-2f3e-4530-845f-3ce1fdbc942a,2026-04-29T12:10:55+00:00,Centrum,57.708956,11.982475,2,regn,resigned,office lanyard,The hole is older than I am. I am 51.,cit-01701
d566ee14-5be5-4005-8fdf-875243066d7a,2026-03-12T07:27:51+00:00,Annedal,57.691827,11.958521,5,regn,lagom,philosophy notes,I lost the radio antenna. It is now somewhere geological.,cit-01998
e98910bb-640f-4b60-b59b-5e3455fce055,2026-05-12T16:19:00+00:00,Majorna,57.697831,11.925786,2,regn,philosophical,vintage tote,The road and I have a complicated relationship.,cit-02742
b2b35e43-e396-41aa-b8ab-a0cf14eeaff9,2026-04-10T09:08:09+00:00,Frölunda,57.657808,11.96594,3,regn,resigned,,I made eye contact with the driver in the other lane. We nodded.,cit-00604
40278457-99ca-4076-854c-f69693908375,2026-03-03T19:38:11+00:00,Lorensberg,57.699781,11.988528,2,sol,philosophical,theatre ticket,It swallowed the rim. The rim was new.,cit-02968
0d70f234-e095-4581-92ad-ab7321d6afed,2026-03-04T02:26:52+00:00,Annedal,57.692812,11.949318,4,sol,philosophical,thesis chapter,My V60 has trauma.,cit-01966
d5752c12-3b90-4383-9b21-1660f139c4b6,2026-04-05T08:00:22+00:00,Frölunda,57.656143,11.960861,5,snö,resigned,,The XC60 noticed before I did. The screen said 'we'll talk later'.,cit-01732
4f4f8c9e-c1dc-4879-b064-f8716d689ae7,2026-03-28T16:24:28+00:00,Gamlestaden,57.729093,12.017968,2,slask,vengeful,tram token,"It opens at 7am, like the bakery.",cit-02952
